Request By/Reseller Name,Sender ID,Description,Operator/Gateway,State,Date,Priority
E-prima Technology Pvt. Ltd.[ Easy-reseller ],LIMCOOVRS,     Kailash Limbu       ,Default [ AXIATA ],Requested,2017-01-13 14:34:55,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],CBSchitwan,Statistics Office, Chitwan       ,Default [ AXIATA ],Requested,2017-01-16 09:40:30,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],AashaIntl,      Aasha International      ,Default [ AXIATA ],Requested,2017-01-03 15:16:04,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],eimssoft,    Eims Software        ,Default [ AXIATA ],Requested,2017-01-10 16:41:24,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],ComputerIns,   Surkhet Computer          ,Default [ AXIATA ],Requested,2017-01-03 15:19:47,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],UVI,       Manmohan Memorial     ,Default [ AXIATA ],Requested,2017-01-10 16:46:29,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],DWE,   DWE         ,Default [ AXIATA ],Requested,2017-01-03 15:21:34,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],BCIBirtamod,  Birtamode Chamber Of Commerce          ,Default [ AXIATA ],Requested,2017-01-12 10:26:40,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],KanchanFM,      Kanchanjanga FM      ,Default [ AXIATA ],Requested,2017-01-03 15:24:13,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],BCCI,Birtamode Chember Of Commerce And Industry        ,Default [ AXIATA ],Requested,2017-01-16 09:29:31,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],MAHAD,   Mahad Recruitment         ,Default [ AXIATA ],Requested,2017-01-10 16:39:31,Regular
Softlab Inc[ Easy-reseller ],iBerryBTWL,NepClues            ,Default [ AXIATA ],Requested,2017-01-13 18:04:10,Regular
Softlab Inc[ Easy-reseller ],MixERP,MixERP Technologies            ,Default [ AXIATA ],Requested,2017-01-06 16:13:22,Regular
Softlab Inc[ Easy-reseller ],JTANEPAL,Journey To Australia Pvt Ltd            ,Default [ AXIATA ],Requested,2017-01-13 12:03:06,Regular
Softlab Inc[ Easy-reseller ],BhdrpurMun,Bhadrapur Municipality            ,Default [ AXIATA ],Requested,2017-01-03 09:28:21,Regular
Softlab Inc[ Easy-reseller ],InfoxIT,InfoxIT Pvt Ltd            ,Default [ AXIATA ],Requested,2017-01-10 15:44:33,Regular
Softlab Inc[ Easy-reseller ],SESNepal,Purwanchal Digital Media            ,Default [ AXIATA ],Requested,2017-01-05 17:35:04,Regular
Softlab Inc[ Easy-reseller ],BAPRC,Bardiya Academy & Polytechnic Research Centre            ,Default [ AXIATA ],Requested,2017-01-03 09:27:40,Regular
Softlab Inc[ Easy-reseller ],NCmakwanpur,Nepali Congress Makwanpur Jilla            ,Default [ AXIATA ],Requested,2017-01-13 13:43:24,Regular
Softlab Inc[ Easy-reseller ],LittleAngle,Little Angel Eng School Btm            ,Default [ AXIATA ],Requested,2017-01-03 09:29:05,Regular
Dryice Solutions[ Easy-reseller ],DHRP,Dalit Human Rights Portal            ,Default [ AXIATA ],Requested,2017-01-05 11:52:55,Regular
